trial,subject,k,arousal,event,excess_fixed,excess_adaptive,above,above_adaptive,sustained,rate,tsec,a100,strat,late
0_1,0,16,17.712427517289992,0.0,0.0,0.0,0.0,0.0,0.0,-0.145724794285087,32,0.17712427517289991,30-34,1.0
0_1,0,17,36.09463557249573,0.0,0.0,1.8309145052100355,0.0,1.0,0.0,6.136784743981936,34,0.3609463557249573,30-34,1.0
0_1,0,18,27.138225786727208,0.0,0.0,0.0,0.0,0.0,0.0,0.7314016369225509,36,0.2713822578672721,35-40,1.0
0_1,0,19,16.647658490755212,1.0,0.0,0.0,0.0,0.0,0.0,-7.8461980296569065,38,0.16647658490755213,35-40,1.0
0_11,0,0,0.33668054116270185,0.0,0.0,0.0,0.0,0.0,0.0,0.33668054116270185,0,0.0033668054116270186,<30,0.0
0_11,0,1,0.7629278610113163,0.0,0.0,0.0,0.0,0.0,0.0,0.3310565264402361,2,0.007629278610113163,<30,0.0
0_11,0,2,0.2614422292910252,0.0,0.0,0.0,0.0,0.0,0.0,-0.1785739161634869,4,0.0026144222929102515,<30,0.0
0_11,0,3,0.45333398682610304,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019661083109712985,6,0.004533339868261031,<30,0.0
0_11,0,4,0.7744572473364331,0.0,0.0,0.0,0.0,0.0,0.0,0.1599735049267632,8,0.00774457247336433,<30,0.0
0_11,0,5,1.7712316250636762,0.0,0.0,0.0,0.0,0.0,0.0,0.39837098959090034,10,0.01771231625063676,<30,0.0
0_11,0,6,1.9300297638948172,0.0,0.0,0.0,0.0,0.0,0.0,0.2635396878016787,12,0.019300297638948173,<30,0.0
0_11,0,7,2.522015115271248,0.0,0.0,0.0,0.0,0.0,0.0,0.11103472082897672,14,0.02522015115271248,<30,0.0
0_11,0,8,1.5120906829084815,0.0,0.0,0.0,0.0,0.0,0.0,-0.1480905045471701,16,0.015120906829084815,<30,0.0
0_11,0,9,1.3047707835406512,0.0,0.0,0.0,0.0,0.0,0.0,-0.35862955302242233,18,0.013047707835406512,<30,0.0
0_11,0,10,7.322719459289483,0.0,0.0,0.0,0.0,0.0,0.0,2.138120407333554,20,0.07322719459289483,<30,0.0
0_11,0,11,18.875201236109284,0.0,0.0,1.0391437580910328,0.0,1.0,0.0,5.333242595474262,22,0.18875201236109285,<30,0.0
0_11,0,12,15.173425478660509,0.0,0.0,0.0,0.0,0.0,0.0,0.0042233214521715245,24,0.15173425478660507,<30,0.0
0_11,0,13,8.876497148528767,0.0,0.0,0.0,0.0,0.0,0.0,-2.7008893797751927,26,0.08876497148528767,<30,0.0
0_11,0,14,5.347331466724501,0.0,0.0,0.0,0.0,0.0,0.0,-2.4673922591468997,28,0.05347331466724501,<30,1.0
0_11,0,15,9.145556421677716,0.0,0.0,0.0,0.0,0.0,0.0,1.0962353176287165,30,0.09145556421677715,30-34,1.0
