subject,difficulty,condition,arousal,remaining,total,bin
15,1,3,18.607253217289603,5.0625,35.0625,"(15, 30]"
15,0,2,24.679685259313818,37.2734375,67.2734375,"(15, 30]"
15,1,3,27.95145016034586,37.08984375,67.08984375,"(15, 30]"
15,0,1,24.23685171681672,33.34375,63.34375,"(15, 30]"
15,1,1,13.22089680072599,27.13671875,57.13671875,"(0, 15]"
15,0,3,0.39637889529752635,37.2109375,67.2109375,"(0, 15]"
15,1,2,33.74678990852673,33.171875,63.171875,"(30, 45]"
15,0,1,39.4590509436164,59.48046875,89.48046875,"(30, 45]"
15,1,3,16.589231554778397,37.05859375,67.05859375,"(15, 30]"
15,1,1,38.985864877330116,5.09765625,35.09765625,"(30, 45]"
15,0,2,8.126280426868991,35.40234375,65.40234375,"(0, 15]"
15,1,3,5.462776775943606,13.1171875,43.1171875,"(0, 15]"
15,0,3,18.8093102285956,37.4375,67.4375,"(15, 30]"
15,1,1,45.665680911105184,7.15234375,37.15234375,"(45, 60]"
15,0,1,3.687053728427736,37.28515625,67.28515625,"(0, 15]"
15,1,2,36.656371270140475,3.94140625,33.94140625,"(30, 45]"
