beta_quad,optimum
-1.5120888461736717,45.02050380224759
-1.089087251280364,52.508649414992334
-1.4651647855050454,53.756133333454116
-1.4036803291990991,47.37707183183244
-0.6093190234220622,62.7828747576407
-1.232546793930644,55.03331279251734
-1.4562198049974662,46.27966474323814
-2.255471365423893,40.61688955707555
-2.1339678888754974,41.13039630311557
-0.32249005888213655,81.30085275650343
-1.662728122638599,50.14715701498862
-0.6716256181401539,52.05299563552945
-0.8231281602776229,46.54697526719355
-0.8695813042126646,67.14215856124
-1.218311651793076,55.318427616727504
-1.8636939569205988,46.18305667502959
-2.0368718574752056,49.506204766843744
-1.527029937297053,43.45521160048185
-0.917773598307894,48.27786682558614
-0.8644171806968411,64.24428509629571
-3.3255480867007714,40.34077102503308
-1.1731106700522769,46.853607179902326
-0.9600941047804527,58.22938012071554
-1.2625058501033082,52.88060338265426
-1.0788055413611093,46.70014934489646
-0.7704587482843344,82.41596535822525
-1.885154746227383,46.68055806712461
-1.242887253448209,56.72753214682174
-0.823041044681418,63.26640234887227
-1.701495638128466,41.54986138748271
-1.1990069435825463,54.75313966290227
-1.1500572249038719,56.2797967224246
-1.656615812857798,46.57563744437606
-2.623374902447333,45.474323694369936
-1.647890171098924,45.352934986081216
-1.395778827222388,51.8567937104312
-1.5816143876155326,45.11266443945288
-1.6949264952413223,48.800289263563535
-2.007478160374372,45.31678292641128
-0.8077894775658355,71.21470820125245
-1.3668037678773814,51.37562234936904
-0.3684151648027131,111.03054804252298
-1.4072982748826637,51.14078217417942
-1.2590900865467898,63.49504709792164
-0.8430815209457024,64.38665811938577
-1.2460554257120315,54.41992960208569
-2.1378887141376937,49.36184264560587
-0.7210127004734296,55.3897555891352
-0.6705700601486617,57.09672151568896
-1.0725557696423482,58.14655806662498
-1.430769779602922,52.00109443413199
-1.1184222846585783,46.30530205531237
-0.8834594377925986,41.607977744250036
-0.5521396028756534,50.87253820659137
-1.5976002218988834,56.024472772096374
-1.394508957303507,44.05799261180684
-1.9100068028111132,45.17935817410115
-0.9888137536878273,50.998951955953686
-1.4831999699566232,51.562060280905015
-1.6153230650781856,48.55104698142899
-0.4697014636395489,62.984702368330765
-1.1120385169531484,50.73025752512911
-1.0674218960081858,46.228191913134125
-0.9573541647919291,47.64771233062513
-1.4618176568071548,46.14642074602482
-1.039913274233508,51.41917997473509
-2.0964057976154513,37.32629064157894
-1.8519754019450663,48.71498713601203
-0.24765374945708105,101.23673934513495
-1.94844422955392,46.644595385927055
-0.11739788618516402,123.17714886935345
-1.5406868729954013,45.86263219713196
-0.7717227366236337,70.95652521208018
-0.7387404614780847,55.58242669573104
-1.8332863306534262,52.30993052770541
-1.7191015586541276,43.748830147751164
-1.5011967090230185,41.81245568954306
-1.060796991039266,46.13655825055391
-0.14503298836854664,124.59526261216344
-0.488796008604824,97.41433988973687
-1.5618211083654796,50.03368180914318
-1.075407086267396,63.695811573955744
-1.6255301792075536,51.93814670714631
-1.20544886713335,56.51930171259806
-1.1084632168370088,54.62422859001734
-1.038606861176822,54.50445573204115
-1.0368066964406462,55.605125346279856
-1.6771321058251691,45.57297204889031
-0.4241603830994161,81.9201957188909
-1.1879886173076748,55.13177791485439
-0.5850285107823179,76.78179650509125
-1.9879407442649961,41.53683226783232
-1.7969277441231395,44.122693359473026
-1.9966316936732582,42.57491157556261
-2.247690717705432,42.417274316061075
-0.7658112171827111,69.68663934227187
-1.3018976727183014,50.08973783858864
-1.203056667574297,45.4064809600037
-1.3664050553466975,49.691232556073835
-1.5205560472118411,48.60260543073986
-1.4672519950034792,39.763369693438456
-1.2208233732256861,51.24526794233199
-1.2726107260815813,52.24023131870504
-1.9403341718080305,43.21453735135316
-2.124593616223274,42.8466629952193
-0.9852139297171816,54.72679544043886
-0.7049129711495112,67.8869627359047
-1.0968633569787027,52.82435344235341
-1.6008341951667608,49.14281383714681
-0.8493958697108918,61.38447723070898
-1.9842261343019107,45.28338445872533
-1.404328708943263,48.57033000379902
-0.942550548987602,57.6674179069316
-0.8724554203246078,50.244470289463806
-1.0126870874943028,51.70087437565888
-2.7629063527861266,43.789588094732004
-1.5429760494930953,44.32033778610867
-1.2806759135906958,50.70176457788885
-1.1258997482288653,47.78436052779973
-1.2621785846833722,51.14601438054252
-2.319712513427304,41.00703573648971
-0.9960925608020567,57.24954304386689
-0.4779053399288324,57.892936767119735
-2.067774796556563,45.28963388501306
-1.4140912056902635,49.34529480046712
-1.4356817321655355,46.84703957192644
-1.9989044427198135,49.45093490571997
-1.4133928516436458,44.06557137189673
-1.2335463227400518,48.04176349847128
-1.8414039556595834,48.371685671981524
-1.1793548460832939,55.79488266334931
-0.8243194882357033,71.48944116418332
-0.08815573534413183,337.536186958839
-1.0160960792809142,53.1076655010639
-0.8607413037387077,73.58390573161645
-0.38337895342480305,92.20402480113648
-0.5349860539876856,68.18977220352912
-2.3048214730856076,45.57061803115974
-1.130314800602543,42.09160306073154
-0.7675513467047034,61.15348881870424
-0.8439369756180394,45.462283417526386
-1.9916922204499745,39.843205925908435
-1.010390480942031,48.68299303659538
-1.7273061193581722,43.71744478920708
-1.3960301625873635,50.143300156187735
-1.0977079729033403,56.331094619171544
-0.8855307939459973,53.91975636800449
-1.7085339393262837,48.04559372189315
-0.47793023589653905,64.3913151231356
-0.7064861564535628,72.77899688144065
-0.29827462429160573,102.18157893555814
-2.001499206874688,41.479424613450604
-1.30996439455806,56.18223184833142
-0.34512691335313056,132.84536895540498
-0.9703203731429506,52.79881189545448
-0.7370254476108005,59.931230729339326
-2.1916446372846745,45.23156097274112
-1.4285040203813657,45.976406266001426
-1.5422943859637133,49.70651546394386
-0.9663407073092698,51.583363661152724
-1.7606264456704317,45.21441993089953
-1.3882868503649601,50.98032073106526
-0.8127907090923795,56.90147894664509
-1.4905276129502993,52.91446560182525
-0.6055307025411705,71.68516478145689
-1.7196874967679914,45.22599585720538
-1.3292614071029965,55.03032779133734
-1.0490630885763732,46.01414088843992
-0.4015930807346862,83.89797487569821
-1.7624193016517915,46.78167654251831
-1.2526822367079908,51.56281719480474
-0.7983498122620508,50.43010505406173
-1.4512576019997103,50.016064668454966
