subject,difficulty,condition,size,arousal,t_s
4,0,1,large,11.633808660038113,25.04296875
4,0,1,large,7.9505576544883,27.05859375
4,0,1,large,26.815339632892197,29.0546875
4,0,1,medium,72.1558949714909,31.08203125
4,0,1,medium,91.98765940546177,33.08203125
4,0,1,medium,98.32816114334403,35.08203125
4,0,1,medium,98.18892092880012,37.09375
4,1,2,large,1.454880292115521,2.9921875
4,1,2,large,1.4927119098143748,4.9921875
4,1,2,large,1.6070999145330025,6.9921875
4,1,2,large,2.980346334489889,8.9921875
4,1,2,large,1.557406172588626,10.9921875
4,1,2,large,1.7058418522083092,12.9921875
4,1,2,large,1.686957459182722,14.9921875
4,1,2,large,2.7043696207447563,16.9921875
4,1,2,large,10.207993109630769,19.00390625
4,1,2,large,11.263166069419535,21.00390625
4,1,2,large,16.812951940204865,23.00390625
4,1,2,large,10.510718085005488,25.00390625
4,1,2,large,6.545160358811055,27.00390625
4,1,2,large,5.499172363269015,29.00390625
4,1,2,medium,14.840292510153624,31.00390625
4,1,2,medium,56.33569369682647,33.015625
4,1,2,medium,56.18778481024606,35.015625
4,1,2,medium,84.23633344795579,37.02734375
4,1,2,medium,98.15893811844504,39.02734375
4,1,2,medium,82.41513782182571,41.02734375
4,1,2,medium,58.166304123469814,43.02734375
4,1,2,medium,48.495695328095834,45.02734375
4,1,2,medium,61.303847458463586,47.02734375
4,1,2,medium,65.46173053752449,49.0390625
4,1,2,medium,55.813954890934994,51.0390625
4,1,2,medium,76.21131351505956,53.0390625
4,1,2,medium,94.26319244805391,55.0390625
4,1,2,medium,88.28326542193535,57.0390625
4,0,1,large,1.2842507894551018,2.9921875
4,0,1,large,1.1701712242054674,4.9921875
4,0,1,large,1.2176002883053085,6.9921875
4,0,1,large,1.0597210278463702,8.9921875
4,0,1,large,1.1564742733260762,10.9921875
4,0,1,large,1.1048585217781346,12.9921875
4,0,1,large,1.6598063999288808,14.9921875
4,0,1,large,1.8945354547083895,16.9921875
4,0,1,large,9.148550667743164,19.00390625
4,0,1,large,18.949178866069165,21.03125
4,0,1,large,14.192956095676447,23.04296875
4,0,1,large,5.684207370275628,25.04296875
4,0,1,large,2.6163320621022503,27.04296875
4,0,1,large,1.5595375555446949,29.04296875
4,0,1,medium,3.7079305510061182,31.0546875
4,0,1,medium,4.293100032251397,33.0703125
4,0,1,medium,8.777679204764388,35.08203125
4,0,1,medium,25.723041253844293,37.08203125
4,0,1,medium,18.7335185120709,39.08203125
4,0,1,medium,33.82082262545249,41.09765625
4,0,1,medium,44.148441523418654,43.09375
4,0,1,medium,82.15877801106326,45.109375
4,0,1,medium,65.35492303905633,47.1328125
4,0,1,medium,77.7497780665599,49.17578125
4,0,1,medium,93.84368801331202,51.17578125
4,0,1,medium,82.9962096689348,53.203125
4,0,1,medium,59.677502921806365,55.21484375
4,0,1,medium,91.53446303763997,57.21484375
4,0,1,medium,72.51084075011957,59.2421875
4,0,1,small,46.61885042579404,61.25390625
4,0,1,small,77.07509702017252,63.28125
4,0,1,small,80.47030942690131,65.30859375
4,1,3,large,0.6785051924807102,2.9921875
4,1,3,large,0.7342240700751554,4.9921875
4,1,3,large,1.8510675171314945,6.9921875
4,1,3,large,3.379569404039606,8.9921875
4,1,3,large,1.8967083734252377,10.9921875
4,1,3,large,1.820797835325657,12.9921875
