subject,condition,t,tb,arousal,above,crash3,crash5
0,3,47,9,77.48890051279801,0.0,0.0,0.0
0,3,48,9,73.91841931265712,0.0,0.0,0.0
0,3,49,9,79.8725019503555,0.0,0.0,0.0
0,3,50,10,90.46569875827058,0.0,0.0,0.0
0,3,51,10,91.19766820705473,0.0,0.0,0.0
0,3,52,10,83.1194018907286,0.0,0.0,0.0
0,3,53,10,80.53945500994983,0.0,0.0,0.0
0,3,54,10,82.7825201934318,0.0,0.0,0.0
0,3,55,11,72.07597836756096,0.0,0.0,0.0
0,3,56,11,43.00373255862362,0.0,0.0,0.0
0,3,57,11,24.118161613383883,0.0,0.0,0.0
0,3,58,11,29.74531409691975,0.0,0.0,1.0
0,3,59,11,53.21211660140176,0.0,0.0,1.0
0,3,60,11,59.408315711543835,0.0,1.0,1.0
0,3,61,11,58.45937256328243,0.0,1.0,1.0
0,3,62,11,69.37840150685548,0.0,1.0,1.0
0,1,0,0,0.0,0.0,0.0,0.0
0,1,1,0,0.07926635322830063,0.0,0.0,0.0
0,1,2,0,0.18272303372987397,0.0,0.0,0.0
0,1,3,0,0.21943587730311326,0.0,0.0,0.0
0,1,4,0,0.48807196363689076,0.0,0.0,0.0
0,1,5,1,1.877570566041168,0.0,0.0,0.0
0,1,6,1,2.162605641358227,0.0,0.0,0.0
0,1,7,1,1.7606649483761654,0.0,0.0,0.0
0,1,8,1,1.3116110109189492,0.0,0.0,0.0
0,1,9,1,0.9005972567590899,0.0,0.0,0.0
0,1,10,2,1.6323028868018339,0.0,0.0,0.0
0,1,11,2,3.4734888133023722,0.0,0.0,0.0
0,1,12,2,2.8865576440955145,0.0,0.0,0.0
0,1,13,2,1.960446648614131,0.0,0.0,0.0
0,1,14,2,1.4993169368279458,0.0,0.0,0.0
0,1,15,3,1.827464643145297,0.0,0.0,0.0
0,1,16,3,2.6568021378708426,0.0,0.0,0.0
0,1,17,3,1.7985817347741888,0.0,0.0,0.0
0,1,18,3,1.1470360146761602,0.0,0.0,0.0
0,1,19,3,0.7751089526044579,0.0,0.0,0.0
0,1,20,4,0.6358462396420971,0.0,0.0,0.0
0,1,21,4,1.851824088415455,0.0,0.0,0.0
0,1,22,4,6.7710542902789355,0.0,0.0,0.0
0,1,23,4,13.93684763249166,0.0,0.0,0.0
0,1,24,4,18.082681628206938,0.0,0.0,0.0
0,1,25,5,15.727901514041818,0.0,0.0,0.0
0,1,26,5,10.771738267571868,0.0,0.0,0.0
0,1,27,5,6.984479474851051,0.0,0.0,0.0
0,1,28,5,4.176343752639292,0.0,0.0,0.0
0,1,29,5,2.411050000825508,0.0,0.0,0.0
0,1,30,6,1.8651057189971172,0.0,0.0,0.0
0,1,31,6,3.2115764098432535,0.0,0.0,0.0
0,1,32,6,6.727792273537952,0.0,0.0,0.0
0,1,33,6,11.744778383114225,0.0,0.0,0.0
0,1,34,6,17.65655180640884,0.0,0.0,0.0
0,1,35,7,37.88079381798288,0.0,0.0,0.0
0,1,36,7,65.73394331775205,1.0,0.0,0.0
0,1,37,7,75.75167740500189,1.0,0.0,0.0
0,1,38,7,71.34348932098231,1.0,0.0,0.0
0,1,39,7,61.06973586323326,0.0,0.0,0.0
0,1,40,8,65.40199608255136,0.0,0.0,0.0
0,1,41,8,81.68350178628876,0.0,0.0,0.0
0,1,42,8,87.00324024305777,0.0,0.0,0.0
0,1,43,8,90.51258261806701,0.0,0.0,0.0
0,1,44,8,95.05354696036795,0.0,0.0,0.0
0,1,45,9,96.37867660592778,0.0,0.0,0.0
0,1,46,9,97.38276775936005,0.0,0.0,0.0
0,1,47,9,97.74620050230482,0.0,0.0,0.0
0,1,48,9,96.99075286506034,0.0,0.0,0.0
0,1,49,9,97.37395546390786,0.0,0.0,0.0
0,1,50,10,98.21602478102163,0.0,0.0,0.0
0,1,51,10,99.01971022547374,0.0,0.0,0.0
0,1,52,10,99.06724334024507,0.0,0.0,0.0
0,1,53,10,97.91812991985447,0.0,0.0,0.0
0,1,54,10,90.56420127610605,0.0,0.0,0.0
0,1,55,11,83.08363757239027,0.0,0.0,0.0
0,1,56,11,88.40330495850691,0.0,0.0,1.0
0,1,57,11,89.86042438555802,0.0,0.0,1.0
0,1,58,11,90.5181379805918,0.0,1.0,1.0
0,1,59,11,92.66181407447425,0.0,1.0,1.0
0,1,60,11,89.96199462890527,0.0,1.0,1.0
0,3,0,0,0.0,0.0,0.0,0.0
0,3,1,0,0.3181340508902789,0.0,0.0,0.0
0,3,2,0,0.35546191675396754,0.0,0.0,0.0
0,3,3,0,0.2562795873711093,0.0,0.0,0.0
0,3,4,0,0.26770000050974885,0.0,0.0,0.0
0,3,5,1,0.4258897175255816,0.0,0.0,0.0
0,3,6,1,1.2022742220780729,0.0,0.0,0.0
0,3,7,1,7.685225142813708,0.0,0.0,0.0
0,3,8,1,34.32699397365916,1.0,0.0,0.0
0,3,9,1,48.63930866374876,1.0,0.0,0.0
0,3,10,2,41.82199364115394,1.0,0.0,0.0
0,3,11,2,28.727033405038018,1.0,0.0,0.0
0,3,12,2,15.906956029844512,1.0,0.0,0.0
0,3,13,2,8.369855753821668,0.0,0.0,0.0
0,3,14,2,4.735395873107537,0.0,0.0,0.0
0,3,15,3,3.42782380888794,0.0,0.0,0.0
0,3,16,3,4.0406543347716894,0.0,0.0,0.0
0,3,17,3,3.8289133311869703,0.0,0.0,0.0
0,3,18,3,2.68474809768073,0.0,0.0,0.0
0,3,19,3,1.798757840448704,0.0,0.0,0.0
0,3,20,4,3.073092459317314,0.0,0.0,0.0
0,3,21,4,9.238089211707877,0.0,0.0,0.0
0,3,22,4,8.595888316182245,0.0,0.0,0.0
0,3,23,4,5.872502610787144,0.0,0.0,0.0
0,3,24,4,3.5037936855037417,0.0,0.0,0.0
0,3,25,5,2.2490379978138173,0.0,0.0,0.0
0,3,26,5,3.2689739519223524,0.0,0.0,0.0
0,3,27,5,3.464428998339254,0.0,0.0,0.0
0,3,28,5,2.5736175846006852,0.0,0.0,0.0
0,3,29,5,2.2047030623048016,0.0,0.0,0.0
0,3,30,6,2.642979041349173,0.0,0.0,0.0
0,3,31,6,2.5404053858861424,0.0,0.0,0.0
0,3,32,6,2.547545437943258,0.0,0.0,0.0
0,3,33,6,5.724973766869014,0.0,0.0,0.0
0,3,34,6,11.460964592501789,0.0,0.0,0.0
0,3,35,7,21.727633021075807,0.0,0.0,0.0
0,3,36,7,30.542155629407212,0.0,0.0,0.0
0,3,37,7,28.206898660556753,0.0,0.0,0.0
0,3,38,7,18.97701430204963,0.0,0.0,0.0
0,3,39,7,10.247998247528688,0.0,0.0,0.0
0,3,40,8,5.516493196582388,0.0,0.0,0.0
0,3,41,8,3.509361052946457,0.0,0.0,0.0
0,3,42,8,2.980890754078218,0.0,0.0,0.0
0,3,43,8,8.191472195046584,0.0,0.0,0.0
0,3,44,8,22.354913315781605,0.0,0.0,0.0
0,3,45,9,50.96042291558827,0.0,0.0,0.0
0,3,46,9,69.49008199997985,0.0,0.0,0.0
0,3,47,9,70.9121591014495,0.0,0.0,0.0
0,3,48,9,79.23446482013992,0.0,0.0,0.0
0,3,49,9,84.64387064994216,0.0,0.0,0.0
0,3,50,10,77.40957066614396,0.0,0.0,0.0
0,3,51,10,59.538687012558015,0.0,0.0,0.0
0,3,52,10,46.814495535055926,0.0,0.0,0.0
0,3,53,10,39.394340460053236,0.0,0.0,0.0
0,3,54,10,40.64816516510743,0.0,0.0,0.0
0,3,55,11,60.694097589559604,0.0,0.0,0.0
0,3,56,11,78.36433980593829,0.0,0.0,0.0
0,3,57,11,83.65420179296302,0.0,0.0,0.0
0,3,58,11,86.50652901984203,0.0,0.0,1.0
0,3,59,11,90.62809733885203,0.0,0.0,1.0
0,3,60,11,92.84745360522413,0.0,1.0,1.0
0,3,61,11,96.33209485015273,0.0,1.0,1.0
0,3,62,11,98.0848970992426,0.0,1.0,1.0
0,2,0,0,0.0,0.0,0.0,0.0
0,2,1,0,0.0,0.0,0.0,0.0
0,2,2,0,0.0,0.0,0.0,0.0
0,2,3,0,0.0,0.0,0.0,0.0
0,2,4,0,0.0002134828730357443,0.0,0.0,0.0
0,2,5,1,0.006311106709105958,0.0,0.0,0.0
0,2,6,1,0.0049045154600494065,0.0,0.0,0.0
0,2,7,1,0.009713533466342246,0.0,0.0,0.0
0,2,8,1,0.058476223778635525,0.0,0.0,0.0
0,2,9,1,0.04596616927724823,0.0,0.0,0.0
0,2,10,2,0.023601274239430692,0.0,0.0,0.0
0,2,11,2,0.012117298225506654,0.0,0.0,0.0
0,2,12,2,0.0062600644867783425,0.0,0.0,0.0
0,2,13,2,0.0032162477938255424,0.0,0.0,0.0
0,2,14,2,0.0214037395219268,0.0,0.0,0.0
0,2,15,3,0.14605705304099725,0.0,0.0,0.0
0,2,16,3,0.35703728752404396,0.0,0.0,0.0
0,2,17,3,0.2097233849709657,0.0,0.0,0.0
0,2,18,3,0.10767557610555659,0.0,0.0,0.0
0,2,19,3,0.05528248407428955,0.0,0.0,0.0
0,2,20,4,0.028382973706386934,0.0,0.0,0.0
0,2,21,4,0.01457230458991101,0.0,0.0,0.0
0,2,22,4,0.007481670640217541,0.0,0.0,0.0
0,2,23,4,0.003841217785651224,0.0,0.0,0.0
0,2,24,4,0.001972146969085807,0.0,0.0,0.0
0,2,25,5,0.001012534015176895,0.0,0.0,0.0
0,2,26,5,0.0005198522969946249,0.0,0.0,0.0
0,2,27,5,0.0002669010686454561,0.0,0.0,0.0
0,2,28,5,0.0001621255883576297,0.0,0.0,0.0
0,2,29,5,0.06796938828382934,0.0,0.0,0.0
0,2,30,6,0.16255808290248605,0.0,0.0,0.0
0,2,31,6,0.09033482678592664,0.0,0.0,0.0
0,2,32,6,0.04657609436652608,0.0,0.0,0.0
0,2,33,6,0.03612612254600714,0.0,0.0,0.0
0,2,34,6,0.7854227253812114,0.0,0.0,0.0
0,2,35,7,6.582262826691469,0.0,0.0,0.0
0,2,36,7,19.696971220215346,0.0,0.0,0.0
0,2,37,7,40.69694759326224,0.0,0.0,0.0
0,2,38,7,63.09729639620852,0.0,0.0,0.0
0,2,39,7,70.99125247352669,0.0,0.0,0.0
0,2,40,8,65.32871133695326,0.0,0.0,0.0
0,2,41,8,66.33829013496258,0.0,0.0,0.0
0,2,42,8,73.22278948970404,0.0,0.0,0.0
0,2,43,8,84.66886215384956,0.0,0.0,0.0
0,2,44,8,90.95804874700556,0.0,0.0,0.0
0,2,45,9,89.9666496240898,0.0,0.0,0.0
0,2,46,9,88.41053474644517,0.0,0.0,0.0
0,2,47,9,83.61086452346831,0.0,0.0,0.0
0,2,48,9,80.50778112582266,0.0,0.0,0.0
0,2,49,9,76.58957663677016,0.0,0.0,0.0
0,2,50,10,68.90008522893156,0.0,0.0,1.0
0,2,51,10,65.51592321147936,0.0,0.0,1.0
0,2,52,10,66.9070292939441,0.0,1.0,1.0
0,2,53,10,74.64469314710013,0.0,1.0,1.0
0,2,54,10,76.74441150721631,0.0,1.0,1.0
0,3,0,0,0.0,0.0,0.0,0.0
0,3,1,0,0.6733610823254037,0.0,0.0,0.0
0,3,2,0,0.920966873237568,0.0,0.0,0.0
0,3,3,0,0.6048888487850645,0.0,0.0,0.0
0,3,4,0,0.3135757747329693,0.0,0.0,0.0
0,3,5,1,0.209308683849081,0.0,0.0,0.0
0,3,6,1,0.3797647812632058,0.0,0.0,0.0
0,3,7,1,0.5269031923890003,0.0,0.0,0.0
0,3,8,1,0.6253341201929499,0.0,0.0,0.0
0,3,9,1,0.9235803744799161,0.0,0.0,0.0
0,3,10,2,1.355241026499646,0.0,0.0,0.0
0,3,11,2,2.1872222236277064,0.0,0.0,0.0
0,3,12,2,2.1905996819409292,0.0,0.0,0.0
0,3,13,2,1.669459845848705,0.0,0.0,0.0
0,3,14,2,2.2432645472512784,0.0,0.0,0.0
0,3,15,3,2.8007656832912176,0.0,0.0,0.0
0,3,16,3,1.9605532019246188,0.0,0.0,0.0
0,3,17,3,1.0636281638923442,0.0,0.0,0.0
0,3,18,3,0.7530883106852988,0.0,0.0,0.0
0,3,19,3,1.8564532563960037,0.0,0.0,0.0
0,3,20,4,3.8944936429769914,0.0,0.0,0.0
0,3,21,4,10.750945275601975,0.0,0.0,0.0
0,3,22,4,19.570565753006015,0.0,0.0,0.0
0,3,23,4,18.179836719212553,0.0,0.0,0.0
0,3,24,4,15.778493856496135,0.0,0.0,0.0
0,3,25,5,14.568357100824883,0.0,0.0,0.0
0,3,26,5,10.93065938750552,0.0,0.0,0.0
0,3,27,5,6.822334909552014,0.0,0.0,0.0
0,3,28,5,4.891366028031119,0.0,0.0,0.0
0,3,29,5,5.803296905417884,0.0,0.0,0.0
0,3,30,6,8.822959460378936,0.0,0.0,0.0
0,3,31,6,9.468153382976496,0.0,0.0,0.0
0,3,32,6,10.162246314842415,0.0,0.0,0.0
0,3,33,6,23.23638446610184,0.0,0.0,0.0
0,3,34,6,33.848370524135845,0.0,0.0,0.0
0,3,35,7,28.07832156311737,0.0,0.0,0.0
0,3,36,7,18.433494885990715,0.0,0.0,0.0
0,3,37,7,12.739359507572683,0.0,0.0,0.0
0,3,38,7,15.565157085535162,0.0,0.0,0.0
0,3,39,7,23.908493414905735,0.0,0.0,0.0
0,3,40,8,31.758617165265072,0.0,0.0,0.0
0,3,41,8,53.7710849552459,0.0,0.0,0.0
0,3,42,8,74.50301899317645,0.0,0.0,0.0
0,3,43,8,73.00743282065358,0.0,0.0,0.0
0,3,44,8,58.54814050652763,0.0,0.0,0.0
0,3,45,9,45.69494429463336,0.0,0.0,0.0
0,3,46,9,40.543666172729175,0.0,0.0,0.0
0,3,47,9,61.8904009183715,0.0,0.0,0.0
0,3,48,9,77.99182966915527,0.0,0.0,0.0
0,3,49,9,84.72476115629125,0.0,0.0,0.0
0,3,50,10,93.26377854367381,0.0,0.0,0.0
0,3,51,10,97.20003058637081,0.0,0.0,0.0
0,3,52,10,97.77791638117718,0.0,0.0,0.0
0,3,53,10,97.42236511210864,0.0,0.0,0.0
0,3,54,10,96.2873157300177,0.0,0.0,0.0
0,3,55,11,96.18457426361314,0.0,0.0,0.0
0,3,56,11,96.71532798449026,0.0,0.0,1.0
0,3,57,11,95.8244795617147,0.0,0.0,1.0
0,3,58,11,95.27724812315621,0.0,1.0,1.0
0,3,59,11,94.89267689763142,0.0,1.0,1.0
0,3,60,11,92.85249650134696,0.0,1.0,1.0
0,3,0,0,0.0,0.0,0.0,0.0
0,3,1,0,0.0,0.0,0.0,0.0
0,3,2,0,0.0029418476931617173,0.0,0.0,0.0
0,3,3,0,0.11209471153072387,0.0,0.0,0.0
0,3,4,0,1.823619772914926,0.0,0.0,0.0
0,3,5,1,5.548584543064559,0.0,0.0,0.0
0,3,6,1,6.6694319794247,0.0,0.0,0.0
0,3,7,1,7.064049724325929,0.0,0.0,0.0
0,3,8,1,6.949062468579367,0.0,0.0,0.0
0,3,9,1,5.846480207104932,0.0,0.0,0.0
0,3,10,2,5.5521123675454085,0.0,0.0,0.0
0,3,11,2,5.542735467707912,0.0,0.0,0.0
0,3,12,2,4.9538577648543765,0.0,0.0,0.0
0,3,13,2,4.051844170147749,0.0,0.0,0.0
0,3,14,2,2.842383266757551,0.0,0.0,0.0
0,3,15,3,1.8957931150302891,0.0,0.0,0.0
0,3,16,3,1.1750073015707534,0.0,0.0,0.0
0,3,17,3,1.922117898003552,0.0,0.0,0.0
0,3,18,3,3.0760218576799025,0.0,0.0,0.0
0,3,19,3,2.111110253563024,0.0,0.0,0.0
0,3,20,4,1.123007360947389,0.0,0.0,0.0
0,3,21,4,0.5766520112197335,0.0,0.0,0.0
0,3,22,4,0.296063014284786,0.0,0.0,0.0
0,3,23,4,0.15200381984620015,0.0,0.0,0.0
0,3,24,4,0.07804136326738534,0.0,0.0,0.0
0,3,25,5,0.056502060930338216,0.0,0.0,0.0
0,3,26,5,0.08396129719599174,0.0,0.0,0.0
0,3,27,5,0.09527959805233932,0.0,0.0,0.0
0,3,28,5,0.37474973507254866,0.0,0.0,0.0
0,3,29,5,0.385042674922325,0.0,0.0,0.0
0,3,30,6,0.20536804077007165,0.0,0.0,0.0
0,3,31,6,0.10630514876843325,0.0,0.0,0.0
0,3,32,6,0.054928513769470506,0.0,0.0,0.0
0,3,33,6,0.04794274152311964,0.0,0.0,0.0
0,3,34,6,0.10586219729515173,0.0,0.0,0.0
0,3,35,7,0.5263578522948343,0.0,0.0,0.0
0,3,36,7,0.8306879772542166,0.0,0.0,0.0
0,3,37,7,0.623575039393794,0.0,0.0,0.0
0,3,38,7,0.3838902653738051,0.0,0.0,0.0
0,3,39,7,0.20756044729934806,0.0,0.0,0.0
0,3,40,8,0.10659232600535558,0.0,0.0,0.0
0,3,41,8,0.054726324928652585,0.0,0.0,0.0
0,3,42,8,0.0281922902317807,0.0,0.0,0.0
0,3,43,8,0.02155902121959242,0.0,0.0,0.0
0,3,44,8,0.014225385912083478,0.0,0.0,0.0
0,3,45,9,0.05447369665546253,0.0,0.0,0.0
0,3,46,9,0.8533968377046,0.0,0.0,0.0
0,3,47,9,3.927565724593803,0.0,0.0,0.0
0,3,48,9,11.351677862289527,0.0,0.0,0.0
0,3,49,9,20.461223528705894,0.0,0.0,0.0
0,3,50,10,22.118918036371422,0.0,0.0,0.0
0,3,51,10,14.811081475544386,0.0,0.0,0.0
0,3,52,10,8.298519413205879,0.0,0.0,0.0
0,3,53,10,4.639615823752935,0.0,0.0,0.0
0,3,54,10,2.908421963760999,0.0,0.0,0.0
0,3,55,11,6.550169116979246,0.0,0.0,0.0
0,3,56,11,32.02916078681183,0.0,0.0,0.0
0,3,57,11,67.27525041405349,0.0,0.0,0.0
0,3,58,11,83.79069868535538,0.0,0.0,1.0
0,3,59,11,87.68519469665358,0.0,0.0,1.0
0,3,60,11,84.40873959305881,0.0,1.0,1.0
0,3,61,11,84.28285081715127,0.0,1.0,1.0
0,3,62,11,90.98305533148971,0.0,1.0,1.0
0,1,0,0,0.0,0.0,0.0,0.0
0,1,1,0,0.00134518057448383,0.0,0.0,0.0
0,1,2,0,0.01777409808656192,0.0,0.0,0.0
0,1,3,0,0.02992408029085003,0.0,0.0,0.0
0,1,4,0,0.022837974411191758,0.0,0.0,0.0
0,1,5,1,0.011743220008568029,0.0,0.0,0.0
0,1,6,1,0.006029170184964896,0.0,0.0,0.0
0,1,7,1,0.003095479186521882,0.0,0.0,0.0
0,1,8,1,0.0015892720059694182,0.0,0.0,0.0
0,1,9,1,0.0008159594546639684,0.0,0.0,0.0
0,1,10,2,0.0004189275524609802,0.0,0.0,0.0
0,1,11,2,0.00021508457706789183,0.0,0.0,0.0
0,1,12,2,0.0007764783750522409,0.0,0.0,0.0
0,1,13,2,0.015333007572686049,0.0,0.0,0.0
0,1,14,2,0.028675367897419094,0.0,0.0,0.0
0,1,15,3,0.015158700011143878,0.0,0.0,0.0
0,1,16,3,0.007782736088000824,0.0,0.0,0.0
0,1,17,3,0.0039957899404923745,0.0,0.0,0.0
0,1,18,3,0.003645019349047693,0.0,0.0,0.0
0,1,19,3,0.35383642678245586,0.0,0.0,0.0
0,1,20,4,1.5821928323461667,0.0,0.0,0.0
0,1,21,4,2.1328205044250503,0.0,0.0,0.0
0,1,22,4,2.950059357088012,0.0,0.0,0.0
0,1,23,4,2.9200398645460455,0.0,0.0,0.0
0,1,24,4,2.463956048968919,0.0,0.0,0.0
0,1,25,5,2.0064268736939304,0.0,0.0,0.0
0,1,26,5,1.7435464076849514,0.0,0.0,0.0
0,1,27,5,1.9558647760405874,0.0,0.0,0.0
0,1,28,5,1.3236067983955166,0.0,0.0,0.0
0,1,29,5,0.6911275637946805,0.0,0.0,0.0
0,1,30,6,0.37933169710662423,0.0,0.0,0.0
0,1,31,6,1.6665508844209738,0.0,0.0,0.0
0,1,32,6,5.906462616724594,0.0,0.0,0.0
0,1,33,6,5.305395600282067,0.0,0.0,0.0
0,1,34,6,3.1448598982422196,0.0,0.0,0.0
0,1,35,7,3.2271729732304895,0.0,0.0,0.0
0,1,36,7,5.98996719348551,0.0,0.0,0.0
0,1,37,7,5.186007538892772,0.0,0.0,0.0
0,1,38,7,3.6519076023062906,0.0,0.0,0.0
0,1,39,7,4.831083763348076,0.0,0.0,0.0
0,1,40,8,14.456843585408741,0.0,0.0,0.0
0,1,41,8,35.05757447484504,0.0,0.0,0.0
0,1,42,8,37.53740834267094,0.0,0.0,0.0
0,1,43,8,23.16989455804138,0.0,0.0,0.0
0,1,44,8,13.069619368945622,0.0,0.0,0.0
0,1,45,9,11.306622774671315,0.0,0.0,0.0
0,1,46,9,20.544584580969172,0.0,0.0,0.0
0,1,47,9,23.950259532477197,0.0,0.0,0.0
0,1,48,9,17.4731484181431,0.0,0.0,0.0
0,1,49,9,10.198174647544102,0.0,0.0,0.0
0,1,50,10,6.596569905861774,0.0,0.0,0.0
0,1,51,10,12.512580021898737,0.0,0.0,0.0
0,1,52,10,33.12656205413978,0.0,0.0,0.0
0,1,53,10,65.07114367580331,0.0,0.0,0.0
0,1,54,10,86.83243864338928,0.0,0.0,0.0
0,1,55,11,95.22220752158344,0.0,0.0,0.0
0,1,56,11,98.4241175805594,0.0,0.0,1.0
0,1,57,11,99.2015263910524,0.0,0.0,1.0
0,1,58,11,99.37460498805136,0.0,1.0,1.0
0,1,59,11,99.42123609304176,0.0,1.0,1.0
0,1,60,11,99.30604088347565,0.0,1.0,1.0
0,1,0,0,0.0,0.0,0.0,0.0
0,1,1,0,0.9960734255961419,0.0,0.0,0.0
0,1,2,0,1.8843404094238312,0.0,0.0,0.0
0,1,3,0,1.5129625275785223,0.0,0.0,0.0
0,1,4,0,0.9638300445553915,0.0,0.0,0.0
0,1,5,1,0.9900688979171832,0.0,0.0,0.0
0,1,6,1,1.9962953569444797,0.0,0.0,0.0
0,1,7,1,2.8426205708925263,0.0,0.0,0.0
0,1,8,1,2.089649122096289,0.0,0.0,0.0
0,1,9,1,1.2614294101504946,0.0,0.0,0.0
0,1,10,2,0.8312431186903074,0.0,0.0,0.0
0,1,11,2,0.46808960579934705,0.0,0.0,0.0
0,1,12,2,0.24103820713957552,0.0,0.0,0.0
0,1,13,2,0.13232275990218278,0.0,0.0,0.0
0,1,14,2,0.276586283446606,0.0,0.0,0.0
0,1,15,3,1.0123309125216748,0.0,0.0,0.0
0,1,16,3,1.9664818810130142,0.0,0.0,0.0
0,1,17,3,2.2695577585264,0.0,0.0,0.0
0,1,18,3,1.6434592886363104,0.0,0.0,0.0
0,1,19,3,1.0272683287539053,0.0,0.0,0.0
0,1,20,4,0.7331467358727262,0.0,0.0,0.0
0,1,21,4,0.6198369229939802,0.0,0.0,0.0
0,1,22,4,0.5858392623343904,0.0,0.0,0.0
0,1,23,4,0.7478195299166366,0.0,0.0,0.0
0,1,24,4,1.0869376510978537,0.0,0.0,0.0
0,1,25,5,2.2756583476257513,0.0,0.0,0.0
0,1,26,5,3.6442762648471896,0.0,0.0,0.0
