subject,condition,t,tb,arousal,above,crash3,crash5
3,3,51,10,93.332337017728,0.0,0.0,0.0
3,3,52,10,91.92551615482516,0.0,0.0,0.0
3,3,53,10,91.22545706819382,0.0,0.0,0.0
3,3,54,10,88.61660115180221,0.0,0.0,0.0
3,3,55,11,85.30961152668854,0.0,0.0,0.0
3,3,56,11,86.5008497969744,0.0,0.0,0.0
3,3,57,11,88.52237703497818,0.0,0.0,0.0
3,3,58,11,88.20694565526605,0.0,0.0,1.0
3,3,59,11,91.23185560144287,0.0,0.0,1.0
3,3,60,11,93.48267084329919,0.0,1.0,1.0
3,3,61,11,96.8056990440861,0.0,1.0,1.0
3,3,62,11,99.1022555843672,0.0,1.0,1.0
3,1,0,0,0.0,0.0,0.0,0.0
3,1,1,0,11.35618354186796,1.0,0.0,0.0
3,1,2,0,33.38207044881933,1.0,0.0,0.0
3,1,3,0,57.37092464717011,1.0,0.0,0.0
3,1,4,0,61.43658228799002,1.0,0.0,0.0
3,1,5,1,46.01827832869105,1.0,0.0,0.0
3,1,6,1,34.756683621830334,1.0,0.0,0.0
3,1,7,1,41.870246027919606,1.0,0.0,0.0
3,1,8,1,56.263834064559106,1.0,0.0,0.0
3,1,9,1,73.32272098557982,1.0,0.0,0.0
3,1,10,2,85.33058668840128,1.0,0.0,0.0
3,1,11,2,91.18174444161714,1.0,0.0,0.0
3,1,12,2,92.91702938501106,1.0,0.0,0.0
3,1,13,2,92.24315126684989,1.0,0.0,0.0
3,1,14,2,90.33962681661274,1.0,0.0,0.0
3,1,15,3,87.11137202228636,1.0,0.0,0.0
3,1,16,3,81.77458667630337,1.0,0.0,0.0
3,1,17,3,72.30435464841756,1.0,0.0,0.0
3,1,18,3,57.993823238454326,1.0,0.0,0.0
3,1,19,3,43.55943026334814,1.0,0.0,0.0
3,1,20,4,42.569279174540796,1.0,0.0,0.0
3,1,21,4,60.94266096829647,1.0,0.0,0.0
3,1,22,4,66.47142041175604,1.0,0.0,0.0
3,1,23,4,60.22510599675965,1.0,0.0,0.0
3,1,24,4,58.00288636675795,1.0,0.0,0.0
3,1,25,5,50.668444489825625,1.0,0.0,0.0
3,1,26,5,34.392569891721095,1.0,0.0,0.0
3,1,27,5,24.54331093218027,0.0,0.0,0.0
3,1,28,5,20.20299054413924,0.0,0.0,0.0
3,1,29,5,15.872751728666087,0.0,0.0,0.0
3,1,30,6,13.02658739410823,0.0,0.0,0.0
3,1,31,6,11.698434176915,0.0,0.0,0.0
3,1,32,6,9.718029929821522,0.0,0.0,0.0
3,1,33,6,11.143127840016898,0.0,0.0,0.0
3,1,34,6,18.455722738583994,0.0,0.0,0.0
3,1,35,7,23.5198373019738,0.0,0.0,0.0
3,1,36,7,24.84878417841943,0.0,0.0,0.0
3,1,37,7,24.102992323772597,0.0,0.0,0.0
3,1,38,7,26.86095659994639,0.0,0.0,0.0
3,1,39,7,28.808617995650277,0.0,0.0,0.0
3,1,40,8,26.69270161109204,0.0,0.0,0.0
3,1,41,8,25.02157710464518,0.0,0.0,0.0
3,1,42,8,26.461696943212907,0.0,0.0,0.0
3,1,43,8,25.815907581762854,0.0,0.0,0.0
3,1,44,8,21.87031297856275,0.0,0.0,0.0
3,1,45,9,21.834025175134222,0.0,0.0,0.0
3,1,46,9,31.005987810447866,0.0,0.0,0.0
3,1,47,9,41.60990284866661,0.0,0.0,0.0
3,1,48,9,51.68412263632902,0.0,0.0,0.0
3,1,49,9,68.39811108601035,0.0,0.0,0.0
3,1,50,10,83.15538178663994,0.0,0.0,0.0
3,1,51,10,84.3881671407157,0.0,0.0,0.0
3,1,52,10,83.4963291334183,0.0,0.0,0.0
3,1,53,10,84.23432836089226,0.0,0.0,0.0
3,1,54,10,90.32380872382087,0.0,0.0,0.0
3,1,55,11,93.54899519315387,0.0,0.0,0.0
3,1,56,11,94.21513791777829,0.0,0.0,0.0
3,1,57,11,95.98884276447166,0.0,0.0,0.0
3,1,58,11,96.32060805551765,0.0,0.0,0.0
3,1,59,11,97.95585964890986,0.0,0.0,1.0
3,1,60,11,99.08190434094776,0.0,0.0,1.0
3,1,61,11,99.42371668757218,0.0,1.0,1.0
3,1,62,11,99.71721308623566,0.0,1.0,1.0
3,1,63,11,99.90650238993373,0.0,1.0,1.0
4,1,0,0,0.0,0.0,0.0,0.0
4,1,1,0,0.13723154620348982,0.0,0.0,0.0
4,1,2,0,0.21254836030458268,0.0,0.0,0.0
4,1,3,0,0.15770545222747318,0.0,0.0,0.0
4,1,4,0,0.09713131628003746,0.0,0.0,0.0
4,1,5,1,0.06960304978659683,0.0,0.0,0.0
4,1,6,1,0.18483499922717,0.0,0.0,0.0
4,1,7,1,0.6399659669817315,0.0,0.0,0.0
4,1,8,1,1.251800330976684,0.0,0.0,0.0
4,1,9,1,1.5000500942323276,0.0,0.0,0.0
4,1,10,2,1.3683168141409148,0.0,0.0,0.0
4,1,11,2,0.9654782818873804,0.0,0.0,0.0
4,1,12,2,0.5592652499856794,0.0,0.0,0.0
4,1,13,2,0.5482461234739828,0.0,0.0,0.0
4,1,14,2,0.7895162732682885,0.0,0.0,0.0
4,1,15,3,0.5779998447963524,0.0,0.0,0.0
4,1,16,3,0.3393619573539629,0.0,0.0,0.0
4,1,17,3,0.1908768919923965,0.0,0.0,0.0
4,1,18,3,0.13428588838643707,0.0,0.0,0.0
4,1,19,3,0.3004344978708645,0.0,0.0,0.0
4,1,20,4,0.4806377951587376,0.0,0.0,0.0
4,1,21,4,0.4195389248940442,0.0,0.0,0.0
4,1,22,4,0.3089201084447386,0.0,0.0,0.0
4,1,23,4,1.230172419488397,0.0,0.0,0.0
4,1,24,4,8.360478274287821,0.0,0.0,1.0
4,1,25,5,28.511329402233187,0.0,0.0,1.0
4,1,26,5,61.89872346108842,1.0,1.0,1.0
4,1,27,5,79.18547180354943,1.0,1.0,1.0
4,1,28,5,78.81630265370664,1.0,1.0,1.0
4,3,0,0,0.0,0.0,0.0,0.0
4,3,1,0,0.9710233065262486,0.0,0.0,0.0
4,3,2,0,1.7402059154599891,0.0,0.0,0.0
4,3,3,0,1.721157959218812,0.0,0.0,0.0
4,3,4,0,1.6825990987652104,0.0,0.0,0.0
4,3,5,1,1.7873300066185154,0.0,0.0,0.0
4,3,6,1,1.699078978103027,0.0,0.0,0.0
4,3,7,1,1.5963506006697965,0.0,0.0,0.0
4,3,8,1,1.5384571317241384,0.0,0.0,0.0
4,3,9,1,1.5673769124564947,0.0,0.0,0.0
4,3,10,2,1.8205069575576527,0.0,0.0,0.0
4,3,11,2,2.0069301161056634,0.0,0.0,0.0
4,3,12,2,1.773515369413286,0.0,0.0,0.0
4,3,13,2,1.4259834977316896,0.0,0.0,0.0
4,3,14,2,1.3942423175449679,0.0,0.0,0.0
4,3,15,3,2.041127294600824,0.0,0.0,0.0
4,3,16,3,3.542087528322484,0.0,0.0,0.0
4,3,17,3,4.004119714175601,0.0,0.0,0.0
4,3,18,3,3.119924886962233,0.0,0.0,0.0
4,3,19,3,3.352295953513705,0.0,0.0,0.0
4,3,20,4,4.933502977375848,0.0,0.0,0.0
4,3,21,4,5.360901539751073,0.0,0.0,0.0
4,3,22,4,4.875224134307633,0.0,0.0,0.0
4,3,23,4,4.662661907833777,0.0,0.0,0.0
4,3,24,4,10.247007886173098,0.0,0.0,0.0
4,3,25,5,27.400375986633716,0.0,0.0,0.0
4,3,26,5,46.72458906954702,1.0,0.0,0.0
4,3,27,5,60.52197756833516,1.0,0.0,0.0
4,3,28,5,63.69179375141299,1.0,0.0,0.0
4,3,29,5,61.53208159324838,1.0,0.0,0.0
4,3,30,6,71.41507440017412,1.0,0.0,0.0
4,3,31,6,86.93838397610185,1.0,0.0,0.0
4,3,32,6,90.4694620213595,1.0,0.0,0.0
4,3,33,6,86.75443201336412,1.0,0.0,0.0
4,3,34,6,77.8725528180232,1.0,0.0,0.0
4,3,35,7,59.914839846224325,1.0,0.0,0.0
4,3,36,7,51.142764399943545,0.0,0.0,0.0
4,3,37,7,54.11236798039383,0.0,0.0,0.0
4,3,38,7,60.986188508109336,0.0,0.0,0.0
4,3,39,7,77.48205321978097,1.0,0.0,0.0
4,3,40,8,74.01854108248838,0.0,0.0,0.0
4,3,41,8,50.80780161977893,0.0,0.0,0.0
4,3,42,8,33.85902360491392,0.0,0.0,0.0
4,3,43,8,23.947507787867785,0.0,0.0,0.0
4,3,44,8,23.179507961181145,0.0,0.0,0.0
4,3,45,9,41.30377295427698,0.0,0.0,0.0
4,3,46,9,58.954858408701575,0.0,0.0,0.0
4,3,47,9,74.08402636731762,0.0,0.0,0.0
4,3,48,9,82.04130200413293,0.0,0.0,0.0
4,3,49,9,75.22943683561061,0.0,0.0,0.0
4,3,50,10,67.40571606111271,0.0,0.0,0.0
4,3,51,10,69.34457650885338,0.0,0.0,0.0
4,3,52,10,85.08709823159681,0.0,0.0,1.0
4,3,53,10,95.40441858940271,0.0,0.0,1.0
4,3,54,10,90.99373255729557,0.0,1.0,1.0
4,3,55,11,75.06369558577552,0.0,1.0,1.0
4,3,56,11,69.79328650128278,0.0,1.0,1.0
4,2,0,0,0.0,0.0,0.0,0.0
4,2,1,0,0.969049808747573,0.0,0.0,0.0
4,2,2,0,1.914737369393389,0.0,0.0,0.0
4,2,3,0,2.7658407521095776,0.0,0.0,0.0
4,2,4,0,3.154411468578341,0.0,0.0,0.0
4,2,5,1,2.6127781444211844,0.0,0.0,0.0
4,2,6,1,1.7777412426434278,0.0,0.0,0.0
4,2,7,1,1.497109556719567,0.0,0.0,0.0
4,2,8,1,2.3270225719892874,0.0,0.0,0.0
4,2,9,1,2.688954048246679,0.0,0.0,0.0
4,2,10,2,1.9888369482378176,0.0,0.0,0.0
4,2,11,2,1.273591147549321,0.0,0.0,0.0
4,2,12,2,1.1909185022028783,0.0,0.0,0.0
4,2,13,2,1.2975632816677134,0.0,0.0,0.0
4,2,14,2,1.4248050803524346,0.0,0.0,0.0
4,2,15,3,1.7419198511169407,0.0,0.0,0.0
4,2,16,3,1.923834926023655,0.0,0.0,0.0
4,2,17,3,1.9091795725613439,0.0,0.0,0.0
4,2,18,3,1.784110513079318,0.0,0.0,0.0
4,2,19,3,1.9027936512502968,0.0,0.0,0.0
4,2,20,4,2.0786702608390435,0.0,0.0,0.0
4,2,21,4,2.0820377953215585,0.0,0.0,0.0
4,2,22,4,2.2113793702928852,0.0,0.0,0.0
4,2,23,4,2.650388868080767,0.0,0.0,0.0
4,2,24,4,2.9185708348179835,0.0,0.0,0.0
4,2,25,5,2.218382300693168,0.0,0.0,0.0
4,2,26,5,1.3306139390596552,0.0,0.0,0.0
4,2,27,5,0.6932605010380963,0.0,0.0,0.0
4,2,28,5,0.35593180918207123,0.0,0.0,0.0
4,2,29,5,0.18274148404231758,0.0,0.0,0.0
4,2,30,6,0.101637441291225,0.0,0.0,1.0
4,2,31,6,0.1384759751462371,0.0,0.0,1.0
4,2,32,6,0.27654554977559337,0.0,1.0,1.0
4,2,33,6,0.7156370796940199,0.0,1.0,1.0
4,2,34,6,1.6869397167655564,0.0,1.0,1.0
4,2,0,0,0.0,0.0,0.0,0.0
4,2,1,0,1.0176136720369175,0.0,0.0,0.0
4,2,2,0,1.8948163267062275,0.0,0.0,0.0
4,2,3,0,1.78385115217042,0.0,0.0,0.0
4,2,4,0,1.3242744727797393,0.0,0.0,0.0
4,2,5,1,1.349780630438696,0.0,0.0,0.0
4,2,6,1,3.914152080041938,0.0,0.0,0.0
4,2,7,1,10.17468464264315,0.0,0.0,0.0
4,2,8,1,10.561354723827964,0.0,0.0,0.0
4,2,9,1,6.582220450749158,0.0,0.0,0.0
4,2,10,2,3.9368287152767536,0.0,0.0,0.0
4,2,11,2,2.6527017864720093,0.0,0.0,0.0
4,2,12,2,1.9401094862521622,0.0,0.0,0.0
4,2,13,2,1.4740987273146093,0.0,0.0,0.0
4,2,14,2,1.4622940579991088,0.0,0.0,0.0
4,2,15,3,1.8796493582870526,0.0,0.0,0.0
4,2,16,3,3.4108769976149746,0.0,0.0,0.0
4,2,17,3,9.401844196288303,0.0,0.0,0.0
4,2,18,3,11.30388815234617,0.0,0.0,0.0
4,2,19,3,6.608792468877112,0.0,0.0,0.0
4,2,20,4,3.4596035819365754,0.0,0.0,0.0
4,2,21,4,2.2918919292529143,0.0,0.0,0.0
4,2,22,4,6.559691182862597,0.0,0.0,0.0
4,2,23,4,26.780766639150546,1.0,0.0,0.0
4,2,24,4,50.00424789419696,1.0,0.0,0.0
4,2,25,5,57.886746845609004,1.0,0.0,0.0
4,2,26,5,40.21742024225606,1.0,0.0,0.0
4,2,27,5,22.164020449973272,0.0,0.0,0.0
4,2,28,5,13.237944589124819,0.0,0.0,0.0
4,2,29,5,9.086266101868194,0.0,0.0,0.0
4,2,30,6,8.83594782543236,0.0,0.0,0.0
4,2,31,6,19.24364351363539,0.0,0.0,0.0
4,2,32,6,24.6174476336565,0.0,0.0,0.0
4,2,33,6,19.964260906557886,0.0,0.0,0.0
4,2,34,6,19.56397455446792,0.0,0.0,0.0
4,2,35,7,34.12716950329181,0.0,0.0,0.0
4,2,36,7,63.17214466899311,1.0,0.0,0.0
4,2,37,7,64.20060139745188,0.0,0.0,0.0
4,2,38,7,56.99346000846252,0.0,0.0,0.0
4,2,39,7,74.81078946600775,1.0,0.0,0.0
4,2,40,8,88.57055512024453,1.0,0.0,1.0
4,2,41,8,96.07567562676547,1.0,0.0,1.0
4,2,42,8,98.30539172017302,1.0,1.0,1.0
4,2,43,8,97.27511175973426,1.0,1.0,1.0
4,2,44,8,97.96869947004191,0.0,1.0,1.0
4,1,0,0,0.0,0.0,0.0,0.0
4,1,1,0,0.3400075050359164,0.0,0.0,0.0
4,1,2,0,0.5914507724531844,0.0,0.0,0.0
4,1,3,0,0.5708531731948423,0.0,0.0,0.0
4,1,4,0,0.6475772554238579,0.0,0.0,0.0
4,1,5,1,0.9250975232706616,0.0,0.0,0.0
4,1,6,1,1.0844673773753088,0.0,0.0,0.0
4,1,7,1,2.067210903683765,0.0,0.0,0.0
4,1,8,1,2.9843743242974465,0.0,0.0,0.0
4,1,9,1,2.875578405490379,0.0,0.0,0.0
4,1,10,2,2.5019232042848953,0.0,0.0,0.0
4,1,11,2,2.382743074876368,0.0,0.0,0.0
4,1,12,2,2.430792198670742,0.0,0.0,0.0
4,1,13,2,2.384227551461868,0.0,0.0,0.0
4,1,14,2,2.2314699345263915,0.0,0.0,0.0
4,1,15,3,1.9871844740198372,0.0,0.0,0.0
4,1,16,3,1.778979132314082,0.0,0.0,0.0
4,1,17,3,1.9642552809182572,0.0,0.0,0.0
4,1,18,3,4.074252804247687,0.0,0.0,0.0
4,1,19,3,9.944594784424684,0.0,0.0,0.0
4,1,20,4,15.462288489245088,0.0,0.0,0.0
4,1,21,4,15.82147235131597,0.0,0.0,0.0
4,1,22,4,12.911570374927987,0.0,0.0,0.0
4,1,23,4,9.41168866681177,0.0,0.0,0.0
4,1,24,4,9.993529730779022,0.0,0.0,0.0
4,1,25,5,15.059144622759305,0.0,0.0,0.0
4,1,26,5,12.022037832154663,0.0,0.0,0.0
4,1,27,5,7.251911876706982,0.0,0.0,0.0
4,1,28,5,4.982767727188779,0.0,0.0,0.0
4,1,29,5,7.127500553092796,0.0,0.0,0.0
4,1,30,6,13.79310364345304,0.0,0.0,0.0
4,1,31,6,17.77559607247889,0.0,0.0,0.0
4,1,32,6,21.01589267021216,0.0,0.0,0.0
4,1,33,6,37.06870208707202,0.0,0.0,0.0
4,1,34,6,49.98053114451862,0.0,0.0,0.0
4,1,35,7,47.813295530428604,0.0,0.0,0.0
4,1,36,7,61.5279432381103,1.0,0.0,0.0
4,1,37,7,78.23573348572754,1.0,0.0,0.0
4,1,38,7,85.49099826411592,1.0,0.0,1.0
4,1,39,7,94.44930794937247,1.0,0.0,1.0
4,1,40,8,97.68524640634449,1.0,1.0,1.0
4,1,41,8,98.38359606241002,1.0,1.0,1.0
4,1,42,8,93.54462293771239,1.0,1.0,1.0
4,2,0,0,0.0,0.0,0.0,0.0
4,2,1,0,0.48732396096336095,0.0,0.0,0.0
4,2,2,0,0.7938777453781599,0.0,0.0,0.0
4,2,3,0,0.9295455923107513,0.0,0.0,0.0
4,2,4,0,1.371691951184395,0.0,0.0,0.0
4,2,5,1,1.881296693858282,0.0,0.0,0.0
4,2,6,1,2.672696587375205,0.0,0.0,0.0
4,2,7,1,5.015475874475003,0.0,0.0,0.0
4,2,8,1,6.415056079511686,0.0,0.0,0.0
4,2,9,1,5.285229494756015,0.0,0.0,0.0
4,2,10,2,3.832926405755299,0.0,0.0,0.0
4,2,11,2,2.9532208509798554,0.0,0.0,0.0
4,2,12,2,2.5240573090849283,0.0,0.0,0.0
4,2,13,2,2.0982616396334066,0.0,0.0,0.0
4,2,14,2,1.739354240159511,0.0,0.0,0.0
4,2,15,3,1.5227787886558857,0.0,0.0,0.0
4,2,16,3,1.7787404105437625,0.0,0.0,0.0
4,2,17,3,3.456575494998372,0.0,0.0,0.0
4,2,18,3,9.05662755192471,0.0,0.0,0.0
4,2,19,3,19.37660055226742,0.0,0.0,0.0
4,2,20,4,24.880150564034807,1.0,0.0,0.0
4,2,21,4,22.858420379204915,1.0,0.0,0.0
4,2,22,4,20.416314171173205,0.0,0.0,0.0
4,2,23,4,14.607483601238844,0.0,0.0,0.0
4,2,24,4,8.599969305345777,0.0,0.0,0.0
4,2,25,5,4.693739402176844,0.0,0.0,0.0
4,2,26,5,2.449369710810826,0.0,0.0,0.0
4,2,27,5,1.280897111915152,0.0,0.0,0.0
4,2,28,5,0.9222370863435501,0.0,0.0,0.0
4,2,29,5,2.7090404270567845,0.0,0.0,0.0
4,2,30,6,8.260127435778891,0.0,0.0,0.0
4,2,31,6,19.08281736723471,0.0,0.0,0.0
4,2,32,6,20.33230995356356,0.0,0.0,0.0
4,2,33,6,28.889461114721836,0.0,0.0,0.0
4,2,34,6,63.62322837592659,1.0,0.0,0.0
4,2,35,7,81.78433397505091,1.0,0.0,0.0
4,2,36,7,88.8675055282472,1.0,0.0,1.0
4,2,37,7,92.04001838682615,1.0,0.0,1.0
4,2,38,7,93.23331222616972,1.0,1.0,1.0
4,2,39,7,84.3884565374791,1.0,1.0,1.0
4,2,40,8,57.174975746094574,0.0,1.0,1.0
4,2,0,0,0.0,0.0,0.0,0.0
4,2,1,0,0.6535774303613264,0.0,0.0,0.0
4,2,2,0,1.3188942004983115,0.0,0.0,0.0
4,2,3,0,1.4051184054898997,0.0,0.0,0.0
4,2,4,0,1.3767937628999685,0.0,0.0,0.0
4,2,5,1,2.190675930070152,0.0,0.0,0.0
4,2,6,1,3.5604317391609186,0.0,0.0,0.0
4,2,7,1,5.680873348898609,0.0,0.0,0.0
4,2,8,1,6.895900707133629,0.0,0.0,0.0
4,2,9,1,5.230340494697842,0.0,0.0,0.0
4,2,10,2,3.70100027692808,0.0,0.0,0.0
4,2,11,2,2.957047620291072,0.0,0.0,0.0
4,2,12,2,2.624578773047486,0.0,0.0,0.0
4,2,13,2,2.530454087051099,0.0,0.0,0.0
4,2,14,2,2.5942402066526453,0.0,0.0,0.0
4,2,15,3,3.1846783071189795,0.0,0.0,0.0
4,2,16,3,4.79554854730854,0.0,0.0,0.0
4,2,17,3,7.574479073694805,0.0,0.0,0.0
4,2,18,3,7.731203042292691,0.0,0.0,0.0
4,2,19,3,7.894106881896669,0.0,0.0,0.0
4,2,20,4,8.55314528584633,0.0,0.0,0.0
4,2,21,4,7.19326227385625,0.0,0.0,0.0
4,2,22,4,6.4033470832298445,0.0,0.0,0.0
4,2,23,4,5.9944102703712385,0.0,0.0,0.0
4,2,24,4,4.264272053814555,0.0,0.0,0.0
4,2,25,5,2.8996478733780613,0.0,0.0,0.0
4,2,26,5,3.360616503411465,0.0,0.0,0.0
4,2,27,5,4.7883788622513315,0.0,0.0,0.0
4,2,28,5,4.2513693791840845,0.0,0.0,0.0
4,2,29,5,3.66291718494554,0.0,0.0,0.0
4,2,30,6,4.024967574187784,0.0,0.0,0.0
4,2,31,6,4.045329728596558,0.0,0.0,0.0
4,2,32,6,4.22089168973533,0.0,0.0,0.0
4,2,33,6,8.837132126291978,0.0,0.0,0.0
4,2,34,6,19.680067777160914,0.0,0.0,0.0
4,2,35,7,34.456651904450894,0.0,0.0,0.0
4,2,36,7,56.40151784188231,0.0,0.0,0.0
4,2,37,7,69.37384914802442,1.0,0.0,0.0
4,2,38,7,71.34192657232121,1.0,0.0,0.0
4,2,39,7,59.24209321280828,0.0,0.0,0.0
4,2,40,8,40.83787316026671,0.0,0.0,0.0
4,2,41,8,27.62498153086038,0.0,0.0,0.0
4,2,42,8,17.561771718546733,0.0,0.0,0.0
4,2,43,8,22.9722729362756,0.0,0.0,0.0
4,2,44,8,49.29418317601366,0.0,0.0,0.0
4,2,45,9,67.86567260665173,0.0,0.0,0.0
4,2,46,9,71.10003915132341,0.0,0.0,0.0
4,2,47,9,66.49674322814369,0.0,0.0,0.0
4,2,48,9,59.236472124506754,0.0,0.0,0.0
4,2,49,9,47.18735047871681,0.0,0.0,0.0
4,2,50,10,51.79127018856532,0.0,0.0,0.0
4,2,51,10,70.02361079914107,0.0,0.0,0.0
4,2,52,10,79.2504474790573,0.0,0.0,0.0
4,2,53,10,86.41187307911302,0.0,0.0,0.0
4,2,54,10,91.32114400992447,0.0,0.0,0.0
4,2,55,11,86.61047571813928,0.0,0.0,0.0
4,2,56,11,86.05590886249583,0.0,0.0,0.0
4,2,57,11,89.4802820536637,0.0,0.0,0.0
4,2,58,11,84.27654337864874,0.0,0.0,1.0
4,2,59,11,77.2023319042884,0.0,0.0,1.0
4,2,60,11,75.56608147851145,0.0,1.0,1.0
4,2,61,11,79.26445641353513,0.0,1.0,1.0
4,2,62,11,86.52262847287608,0.0,1.0,1.0
4,2,0,0,0.0,0.0,0.0,0.0
4,2,1,0,0.7934398972999448,0.0,0.0,0.0
4,2,2,0,1.4575709220771131,0.0,0.0,0.0
4,2,3,0,1.6021985397853102,0.0,0.0,0.0
4,2,4,0,1.4912967395160937,0.0,0.0,0.0
4,2,5,1,1.3187949194570856,0.0,0.0,0.0
4,2,6,1,1.6144902177945084,0.0,0.0,0.0
4,2,7,1,3.0184454623756403,0.0,0.0,0.0
4,2,8,1,2.9729773976760097,0.0,0.0,0.0
4,2,9,1,1.951232815726878,0.0,0.0,0.0
4,2,10,2,1.557143655262196,0.0,0.0,0.0
4,2,11,2,1.6907439467942895,0.0,0.0,0.0
4,2,12,2,1.7058272166246853,0.0,0.0,0.0
4,2,13,2,1.6801362989019604,0.0,0.0,0.0
4,2,14,2,1.6870686867880096,0.0,0.0,0.0
4,2,15,3,1.8597196977648958,0.0,0.0,0.0
4,2,16,3,2.7150301671137287,0.0,0.0,0.0
4,2,17,3,4.811191482979699,0.0,0.0,0.0
4,2,18,3,10.183814295039294,0.0,0.0,0.0
4,2,19,3,13.691927595908222,0.0,0.0,0.0
4,2,20,4,11.27486227139621,0.0,0.0,0.0
4,2,21,4,11.023051261951291,0.0,0.0,0.0
4,2,22,4,16.80357202721069,0.0,0.0,0.0
4,2,23,4,15.107649316406366,0.0,0.0,0.0
4,2,24,4,10.526285151705908,0.0,0.0,0.0
4,2,25,5,7.679944915009179,0.0,0.0,0.0
4,2,26,5,6.548088012168771,0.0,0.0,0.0
4,2,27,5,5.8088817801697274,0.0,0.0,0.0
4,2,28,5,5.497526932075761,0.0,0.0,0.0
4,2,29,5,6.908236917789713,0.0,0.0,0.0
4,2,30,6,14.78412645540961,0.0,0.0,0.0
4,2,31,6,34.84331210646475,0.0,0.0,0.0
4,2,32,6,56.10388125048141,1.0,0.0,0.0
4,2,33,6,61.53216042185383,1.0,0.0,0.0
4,2,34,6,56.166638500281735,1.0,0.0,0.0
4,2,35,7,67.05730629901291,1.0,0.0,0.0
4,2,36,7,83.85683006639087,1.0,0.0,0.0
4,2,37,7,94.53259948417943,1.0,0.0,0.0
4,2,38,7,98.15652517390568,1.0,0.0,0.0
4,2,39,7,93.82278846116705,1.0,0.0,0.0
4,2,40,8,82.75813522043606,1.0,0.0,0.0
4,2,41,8,70.0873019314533,0.0,0.0,0.0
4,2,42,8,58.43406910347913,0.0,0.0,0.0
4,2,43,8,51.38173967070958,0.0,0.0,0.0
4,2,44,8,48.48724578689432,0.0,0.0,0.0
4,2,45,9,50.4241415931534,0.0,0.0,0.0
4,2,46,9,60.93868734121952,0.0,0.0,0.0
4,2,47,9,69.41966163011871,0.0,0.0,0.0
4,2,48,9,65.77285455518933,0.0,0.0,0.0
4,2,49,9,57.73482192922169,0.0,0.0,0.0
4,2,50,10,55.6927162436957,0.0,0.0,0.0
4,2,51,10,62.113131723745454,0.0,0.0,0.0
4,2,52,10,75.6395109898183,0.0,0.0,0.0
4,2,53,10,88.31724798896144,0.0,0.0,0.0
4,2,54,10,94.18295431994301,0.0,0.0,1.0
4,2,55,11,94.1969839240675,0.0,0.0,1.0
4,2,56,11,88.58879784750303,0.0,1.0,1.0
4,2,57,11,80.38032058589225,0.0,1.0,1.0
4,2,58,11,74.70589222292587,0.0,1.0,1.0
4,3,0,0,0.0,0.0,0.0,0.0
4,3,1,0,0.43240116466372563,0.0,0.0,0.0
4,3,2,0,0.6779999196066786,0.0,0.0,0.0
4,3,3,0,0.55340822893291,0.0,0.0,0.0
4,3,4,0,0.7381146669822716,0.0,0.0,0.0
4,3,5,1,1.5250048546365615,0.0,0.0,0.0
4,3,6,1,1.8514724661024857,0.0,0.0,0.0
4,3,7,1,2.2694807133259514,0.0,0.0,0.0
4,3,8,1,3.3841315812734853,0.0,0.0,0.0
4,3,9,1,2.8964231365879196,0.0,0.0,0.0
4,3,10,2,1.891141882926327,0.0,0.0,0.0
4,3,11,2,1.6882485420794802,0.0,0.0,0.0
4,3,12,2,1.8198444342759168,0.0,0.0,0.0
4,3,13,2,1.607289455976052,0.0,0.0,0.0
4,3,14,2,1.8230376996256499,0.0,0.0,0.0
4,3,15,3,2.1680988904295444,0.0,0.0,0.0
4,3,16,3,2.125900006571881,0.0,0.0,0.0
4,3,17,3,1.992348033006215,0.0,0.0,0.0
4,3,18,3,1.818103970855294,0.0,0.0,0.0
4,3,19,3,2.3170567439759635,0.0,0.0,0.0
4,3,20,4,5.145424398913655,0.0,0.0,0.0
4,3,21,4,7.2233149070585565,0.0,0.0,0.0
4,3,22,4,6.339217699255946,0.0,0.0,0.0
4,3,23,4,5.437499554604451,0.0,0.0,0.0
4,3,24,4,7.944148268092722,0.0,0.0,0.0
4,3,25,5,14.91043283948226,0.0,0.0,0.0
4,3,26,5,14.515960932811105,0.0,0.0,0.0
4,3,27,5,10.198373263514235,0.0,0.0,0.0
4,3,28,5,7.149666237049292,0.0,0.0,0.0
4,3,29,5,5.5563930332290274,0.0,0.0,0.0
4,3,30,6,6.931827390746082,0.0,0.0,0.0
4,3,31,6,18.41844509971446,0.0,0.0,0.0
4,3,32,6,24.029384731327884,0.0,0.0,0.0
4,3,33,6,20.322443384681456,0.0,0.0,0.0
4,3,34,6,17.548638676856292,0.0,0.0,0.0
4,3,35,7,19.22834395995886,0.0,0.0,0.0
4,3,36,7,20.779967987500747,0.0,0.0,0.0
4,3,37,7,18.817047275127113,0.0,0.0,0.0
4,3,38,7,22.222259156826745,0.0,0.0,0.0
4,3,39,7,49.136775500236546,0.0,0.0,0.0
4,3,40,8,61.1847371627242,0.0,0.0,0.0
4,3,41,8,47.17901860573586,0.0,0.0,0.0
4,3,42,8,37.771499232822435,0.0,0.0,0.0
4,3,43,8,42.015710773466154,0.0,0.0,0.0
4,3,44,8,61.62563997770462,0.0,0.0,1.0
4,3,45,9,67.54589267331544,0.0,0.0,1.0
4,3,46,9,49.88527349904332,0.0,1.0,1.0
4,3,47,9,36.860192192226116,0.0,1.0,1.0
