subject,performance,pct_above,pct_in_band,mean_excursion,excursion_rate
0,39.7734375,38.46153846153847,61.53846153846154,24.304804725775274,23.076923076923077
0,61.06640625,1.639344262295082,98.36065573770492,4.567408800917434,0.9836065573770493
0,55.06640625,0.0,100.0,0.0,0.0
0,61.08984375,0.0,100.0,0.0,0.0
0,67.1328125,0.0,100.0,0.0,0.0
0,64.91796875,14.0625,85.9375,16.409731774786856,8.4375
1,33.0234375,54.54545454545454,45.45454545454545,23.30089739274112,32.72727272727273
1,61.10546875,6.557377049180328,93.44262295081968,6.223255810733569,3.934426229508197
1,51.0390625,37.254901960784316,62.745098039215684,16.02898668802762,22.35294117647059
1,35.05859375,5.714285714285714,94.28571428571428,4.59988253129416,3.4285714285714284
1,67.26953125,19.402985074626866,80.59701492537313,25.891837010185558,11.641791044776118
1,45.0390625,26.666666666666668,73.33333333333333,16.67539199182382,16.0
2,33.04296875,42.42424242424242,57.57575757575758,28.937887699320413,25.454545454545453
2,33.125,33.33333333333333,66.66666666666666,34.62439982344359,20.0
2,39.078125,58.97435897435898,41.02564102564102,29.952170853387383,35.38461538461539
2,10.73828125,20.0,80.0,30.360992331759682,12.0
2,37.109375,72.97297297297297,27.027027027027028,28.916516626309434,43.78378378378378
2,47.06640625,51.06382978723404,48.93617021276596,25.292919424533068,30.638297872340427
2,47.09375,59.57446808510638,40.42553191489361,27.34780124334139,35.74468085106383
2,37.01953125,18.91891891891892,81.08108108108108,4.774991357019892,11.35135135135135
3,33.1328125,63.63636363636363,36.36363636363637,49.90257510571155,38.18181818181818
3,31.08984375,70.96774193548387,29.03225806451613,56.48257346005712,42.58064516129032
3,43.3984375,67.44186046511628,32.55813953488372,31.835277278226364,40.46511627906977
3,35.0703125,45.714285714285715,54.285714285714285,26.825836469135943,27.428571428571427
3,64.94140625,40.625,59.375,45.21019684661139,24.375
4,29.37109375,13.793103448275861,86.20689655172413,30.99984085009369,8.275862068965518
4,35.0,0.0,100.0,0.0,0.0
4,45.02734375,15.555555555555555,84.44444444444444,10.58783804145018,9.333333333333334
4,43.02734375,11.627906976744185,88.37209302325581,11.558911038536227,6.976744186046512
4,41.0234375,19.51219512195122,80.48780487804879,14.223692855539625,11.707317073170731
4,63.0859375,1.5873015873015872,98.4126984126984,1.6124034900734046,0.9523809523809523
4,59.03515625,13.559322033898304,86.4406779661017,15.086982177028283,8.135593220338983
4,31.03125,25.806451612903224,74.19354838709677,34.70212510903948,15.483870967741934
4,65.05078125,0.0,100.0,0.0,0.0
4,32.96484375,18.75,81.25,19.887904795362527,11.25
5,45.14453125,28.888888888888886,71.11111111111111,11.017065558487966,17.333333333333332
5,31.03125,80.64516129032258,19.35483870967742,12.780944925292665,48.387096774193544
5,63.1171875,49.2063492063492,50.79365079365079,17.042980636641147,29.523809523809522
5,65.15625,12.307692307692308,87.6923076923077,31.866027048920287,7.384615384615385
5,45.078125,11.11111111111111,88.88888888888889,3.3332849200382584,6.666666666666667
