subject,performance,pct_above,pct_in_band,mean_excursion,excursion_rate
0,39.7734375,38.46153846153847,61.53846153846154,24.392997161779835,23.076923076923077
0,61.06640625,4.918032786885246,95.08196721311475,5.973437859728942,2.9508196721311477
0,55.06640625,0.0,100.0,0.0,0.0
0,61.08984375,0.0,100.0,0.0,0.0
0,67.1328125,0.0,100.0,0.0,0.0
0,64.91796875,14.0625,85.9375,16.26738370412191,8.4375
1,33.0234375,54.54545454545454,45.45454545454545,22.23798116573873,32.72727272727273
1,61.10546875,6.557377049180328,93.44262295081968,7.400975435935525,3.934426229508197
1,51.0390625,33.33333333333333,66.66666666666666,16.924691109162172,20.0
1,35.05859375,5.714285714285714,94.28571428571428,2.894560742150505,3.4285714285714284
1,67.26953125,17.91044776119403,82.08955223880598,26.735769212812,10.746268656716417
1,45.0390625,24.444444444444443,75.55555555555556,16.53640289491685,14.666666666666666
2,33.04296875,42.42424242424242,57.57575757575758,25.786364404831005,25.454545454545453
2,33.125,24.242424242424242,75.75757575757575,41.85267428749229,14.545454545454545
2,39.078125,56.41025641025641,43.58974358974359,26.10895077955666,33.84615384615385
2,10.73828125,20.0,80.0,30.372907749057212,12.0
2,37.109375,70.27027027027027,29.72972972972973,26.836343187200864,42.16216216216216
2,47.06640625,51.06382978723404,48.93617021276596,18.378624530798987,30.638297872340427
2,47.09375,53.191489361702125,46.808510638297875,23.20918142838109,31.914893617021278
2,37.01953125,16.216216216216218,83.78378378378379,5.193845120332553,9.72972972972973
3,33.1328125,63.63636363636363,36.36363636363637,49.0355589186608,38.18181818181818
3,31.08984375,67.74193548387096,32.25806451612903,58.04358913830877,40.64516129032258
3,43.3984375,67.44186046511628,32.55813953488372,31.702487973959794,40.46511627906977
3,35.0703125,45.714285714285715,54.285714285714285,25.467574896662942,27.428571428571427
3,64.94140625,40.625,59.375,44.14513094979917,24.375
4,29.37109375,10.344827586206897,89.65517241379311,40.40310771870103,6.206896551724138
4,35.0,0.0,100.0,0.0,0.0
4,45.02734375,22.22222222222222,77.77777777777779,9.411528316196687,13.333333333333334
4,43.02734375,16.27906976744186,83.72093023255815,12.152936523332432,9.767441860465116
4,41.0234375,19.51219512195122,80.48780487804879,16.118083625665584,11.707317073170731
4,63.0859375,3.1746031746031744,96.82539682539682,3.1987812421151176,1.9047619047619047
4,59.03515625,15.254237288135593,84.7457627118644,15.625689458682201,9.152542372881356
4,31.03125,25.806451612903224,74.19354838709677,34.005458888685276,15.483870967741934
4,65.05078125,0.0,100.0,0.0,0.0
4,32.96484375,18.75,81.25,19.264981289229542,11.25
5,45.14453125,26.666666666666668,73.33333333333333,10.040468932200689,16.0
5,31.03125,77.41935483870968,22.58064516129032,11.627696093136947,46.4516129032258
5,63.1171875,47.61904761904761,52.38095238095239,16.04848579980543,28.57142857142857
